gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
LNX2	-11.546886931	-230.93773862	-1.56216014	20	74	183	0.404371584699454
LOC107198158	-7.02465351	-7.02465351	-7.02465351	1	100	1564	0.0639386189258312
LOC107198159	-13.051776	-91.362432	-13.051776	7	371	621	0.597423510466989
LOC107198162	-11.5449953775	-46.17998151	-7.02465351	4	195	933	0.209003215434084
LOC107198163	-10.038214755	-20.07642951	-7.02465351	2	146	1311	0.111365369946606
LOC107198170	-12.0072654672727	-132.07992014	-1.56216014	11	99	408	0.242647058823529
LOC107198183	-13.051776	-104.414208	-13.051776	8	319	534	0.597378277153558
LOC107198188	-6.89029674	-34.4514837	6.26600444	5	20	817	0.0244798041615667
LOC107198203	-13.051776	-13.051776	-13.051776	1	547	1564	0.349744245524297
LOC107198217	-13.051776	-26.103552	-13.051776	2	522	1311	0.398169336384439
LOC107198222	-6.2716620875	-25.08664835	1.47886315	4	44	933	0.0471596998928189
LOC107198237	-13.051776	-26.103552	-13.051776	2	523	1311	0.398932112890923
LOC107198242	-13.051776	-26.103552	-13.051776	2	524	1311	0.399694889397407
LOC107198243	-10.986941001087	-505.39928605	3.47719021	46	15	39	0.384615384615385
LOC107198253	-13.051776	-39.155328	-13.051776	3	467	1069	0.436856875584659
LOC107198254	-13.051776	-104.414208	-13.051776	8	320	534	0.599250936329588
LOC107198255	-13.051776	-13.051776	-13.051776	1	548	1564	0.350383631713555
LOC107198270	-12.1907585014286	-85.33530951	-7.02465351	7	209	621	0.336553945249597
LOC107198286	-12.3415459358824	-209.80628091	-0.97786491	17	66	218	0.302752293577982
LOC107198293	-11.7041681616	-292.60420404	-0.4619595	25	38	131	0.290076335877863
LOC107198294	-13.051776	-130.51776	-13.051776	10	324	477	0.679245283018868
LOC107198295	-12.002624625	-144.0314955	-0.4619595	12	60	320	0.1875
LOC107198297	-13.051776	-13.051776	-13.051776	1	549	1564	0.351023017902813
LOC107198300	-13.051776	-26.103552	-13.051776	2	525	1311	0.40045766590389
LOC107198310	-13.051776	-65.25888	-13.051776	5	443	817	0.542227662178703
LOC107198314	-13.051776	-52.207104	-13.051776	4	426	933	0.456591639871383
LOC107198328	-11.1085286841667	-133.30234421	10.26719179	12	9	320	0.028125
LOC107198336	-10.038214755	-20.07642951	-7.02465351	2	147	1311	0.112128146453089
LOC107198337	-13.051776	-26.103552	-13.051776	2	526	1311	0.401220442410374
LOC107198353	-8.526517605	-34.10607042	-0.97786491	4	68	933	0.0728831725616292
LOC107198354	-13.051776	-26.103552	-13.051776	2	527	1311	0.401983218916857
LOC107198355	-13.051776	-130.51776	-13.051776	10	325	477	0.681341719077568
LOC107198366	-13.051776	-104.414208	-13.051776	8	321	534	0.601123595505618
LOC107198367	-13.051776	-26.103552	-13.051776	2	528	1311	0.402745995423341
LOC107198378	-13.051776	-39.155328	-13.051776	3	468	1069	0.437792329279701
LOC107198385	-13.051776	-39.155328	-13.051776	3	469	1069	0.438727782974743
LOC107198387	-13.051776	-39.155328	-13.051776	3	470	1069	0.439663236669785
LOC107198390	-12.6212672507143	-176.69774151	-7.02465351	14	143	291	0.491408934707904
LOC107198392	-9.91563025076923	-128.90319326	3.05439115	13	42	316	0.132911392405063
LOC107198401	-13.051776	-117.465984	-13.051776	9	282	439	0.642369020501139
LOC107198405	-13.051776	-52.207104	-13.051776	4	427	933	0.457663451232583
LOC107198409	-11.2532307857143	-78.7726155	-0.4619595	7	83	621	0.13365539452496
LOC107198412	-12.67494457575	-506.99778303	-4.00564152	40	46	66	0.696969696969697
LOC107198414	-13.051776	-52.207104	-13.051776	4	428	933	0.458735262593783
LOC107198416	-11.6318121821429	-162.84537055	0.80059496	14	51	291	0.175257731958763
LOC107198417	-13.051776	-26.103552	-13.051776	2	529	1311	0.403508771929825
LOC107198422	-12.29793146	-147.57517752	-4.00564152	12	110	320	0.34375
LOC107198430	-7.30696807	-14.61393614	-1.56216014	2	54	1311	0.0411899313501144
LOC107198438	-12.33367500875	-197.33880014	-1.56216014	16	65	223	0.291479820627803
LOC107198444	-13.051776	-39.155328	-13.051776	3	471	1069	0.440598690364827
LOC107198450	-12.330724226	-184.96086339	-2.23599939	15	81	254	0.318897637795276
LOC107198454	-13.051776	-104.414208	-13.051776	8	322	534	0.602996254681648
LOC107198458	-13.051776	-39.155328	-13.051776	3	472	1069	0.441534144059869
LOC107198459	-6.81576712	-40.89460272	7.52137818	6	14	738	0.018970189701897
LOC107198460	-11.54253711375	-92.34029691	-0.97786491	8	81	534	0.151685393258427
LOC107198461	-12.3039123292683	-504.4604055	-2.23599939	41	23	37	0.621621621621622
LOC107198463	-8.04197741	-16.08395482	-3.03217882	2	75	1311	0.05720823798627
LOC107198467	-13.051776	-26.103552	-13.051776	2	530	1311	0.404271548436308
LOC107198468	-13.051776	-52.207104	-13.051776	4	429	933	0.459807073954984
LOC107198472	-12.675080844375	-202.80129351	-7.02465351	16	129	223	0.57847533632287
LOC107198479	-13.051776	-13.051776	-13.051776	1	550	1564	0.351662404092072
LOC107198489	-9.155581545	-18.31116309	-5.25938709	2	104	1311	0.0793287566742944
LOC107198494	-13.051776	-52.207104	-13.051776	4	430	933	0.460878885316184
LOC107198495	-11.2393922161111	-202.30905989	1.47886315	18	45	205	0.219512195121951
LOC107198498	-13.051776	-26.103552	-13.051776	2	531	1311	0.405034324942792
LOC107198501	-13.051776	-13.051776	-13.051776	1	551	1564	0.35230179028133
LOC107198503	-13.051776	-52.207104	-13.051776	4	431	933	0.461950696677385
LOC107198511	-11.5449953775	-46.17998151	-7.02465351	4	196	933	0.210075026795284
LOC107198516	-13.051776	-13.051776	-13.051776	1	552	1564	0.352941176470588
LOC107198520	-13.051776	-26.103552	-13.051776	2	532	1311	0.405797101449275
LOC107198521	-13.051776	-104.414208	-13.051776	8	323	534	0.604868913857678
LOC107198523	-13.051776	-52.207104	-13.051776	4	432	933	0.463022508038585
LOC107198525	-12.1907585014286	-85.33530951	-7.02465351	7	210	621	0.338164251207729
LOC107198545	-13.051776	-78.310656	-13.051776	6	423	738	0.573170731707317
LOC107198735	-13.051776	-52.207104	-13.051776	4	433	933	0.464094319399786
LOC107198740	-13.051776	-26.103552	-13.051776	2	533	1311	0.406559877955759
LOC107198943	-13.051776	-52.207104	-13.051776	4	434	933	0.465166130760986
LOC107198982	-13.051776	-65.25888	-13.051776	5	444	817	0.543451652386781
LOC107198989	-10.28787372	-51.4393686	-5.25938709	5	154	817	0.188494492044064
LOC107199161	-13.051776	-39.155328	-13.051776	3	473	1069	0.442469597754911
LOC107199176	-13.051776	-13.051776	-13.051776	1	553	1564	0.353580562659847
LOC107199182	-10.79024238	-43.16096952	-4.00564152	4	125	933	0.133976420150054
LOC107199193	-11.846351502	-59.23175751	-7.02465351	5	214	817	0.261933904528764
LOC107199245	-13.051776	-91.362432	-13.051776	7	372	621	0.599033816425121
LOC107199253	-13.051776	-39.155328	-13.051776	3	474	1069	0.443405051449953
LOC107199269	-10.6300028083333	-63.78001685	1.47886315	6	67	738	0.0907859078590786
LOC107199289	-13.051776	-65.25888	-13.051776	5	445	817	0.544675642594859
LOC107199314	-11.54642415	-184.7427864	5.00673111	16	26	223	0.116591928251121
LOC107199330	-11.846351502	-118.46351502	-7.02465351	10	207	477	0.433962264150943
LOC107199347	-13.051776	-52.207104	-13.051776	4	435	933	0.466237942122186
LOC107199363	-13.051776	-52.207104	-13.051776	4	436	933	0.467309753483387
LOC107199369	-13.051776	-91.362432	-13.051776	7	373	621	0.600644122383253
LOC107199424	-13.051776	-65.25888	-13.051776	5	446	817	0.545899632802938
LOC107199440	-13.051776	-52.207104	-13.051776	4	437	933	0.468381564844587
LOC107199625	-13.051776	-130.51776	-13.051776	10	326	477	0.683438155136268
LOC107199685	-13.051776	-39.155328	-13.051776	3	475	1069	0.444340505144995
LOC107199687	-13.051776	-39.155328	-13.051776	3	476	1069	0.445275958840037
LOC107199699	-11.04273517	-33.12820551	-7.02465351	3	169	1069	0.158091674462114
LOC107199700	-13.051776	-78.310656	-13.051776	6	424	738	0.574525745257453
LOC107199703	-11.5471616286364	-254.03755583	-1.56216014	22	46	160	0.2875
LOC107199704	-13.051776	-26.103552	-13.051776	2	534	1311	0.407322654462243
LOC107199712	-13.051776	-52.207104	-13.051776	4	438	933	0.469453376205788
LOC107199716	-13.051776	-39.155328	-13.051776	3	477	1069	0.44621141253508
LOC107199737	-13.051776	-156.621312	-13.051776	12	231	320	0.721875
LOC107199739	-13.051776	-13.051776	-13.051776	1	554	1564	0.354219948849105
LOC107199744	-1.56216014	-1.56216014	-1.56216014	1	33	1564	0.0210997442455243
LOC107199753	-13.051776	-26.103552	-13.051776	2	535	1311	0.408085430968726
LOC107199756	-13.051776	-13.051776	-13.051776	1	555	1564	0.354859335038363
LOC107199764	-13.051776	-91.362432	-13.051776	7	374	621	0.602254428341385
LOC107199766	-9.233467972	-46.16733986	6.03976414	5	21	817	0.025703794369645
LOC107199767	-11.0789610247619	-465.31636304	1.15261394	42	14	32	0.4375
LOC107199768	-11.8480906531579	-225.11372241	-2.23599939	19	64	170	0.376470588235294
LOC107199769	-11.8730693928571	-332.445943	6.48191712	28	12	113	0.106194690265487
LOC107199770	-13.051776	-443.760384	-13.051776	34	75	82	0.914634146341463
LOC107199772	-12.7734763960714	-357.65733909	-5.25938709	28	67	113	0.592920353982301
LOC107199774	-13.051776	-13.051776	-13.051776	1	556	1564	0.355498721227621
LOC107199779	-13.051776	-13.051776	-13.051776	1	557	1564	0.35613810741688
LOC107199788	-13.051776	-13.051776	-13.051776	1	558	1564	0.356777493606138
LOC107199793	-12.1907585014286	-85.33530951	-7.02465351	7	211	621	0.339774557165862
LOC107199801	-12.5624945947811	-3731.06089465	3.86396619	200	65	74	0.878378378378378
LOC107199811	-13.051776	-39.155328	-13.051776	3	478	1069	0.447146866230122
LOC107199814	-13.051776	-26.103552	-13.051776	2	536	1311	0.40884820747521
LOC107199817	-13.051776	-104.414208	-13.051776	8	324	534	0.606741573033708
LOC107199831	-5.92462551166667	-35.54775307	6.03976414	6	19	738	0.0257452574525745
LOC107199834	-12.7671502997368	-485.15171139	-2.23599939	38	36	55	0.654545454545455
LOC107199841	-10.0917900616667	-60.55074037	4.70813963	6	30	738	0.040650406504065
LOC107199860	-12.564751693125	-201.03602709	-5.25938709	16	107	223	0.479820627802691
LOC107199862	-12.2840244705882	-208.828416	0	17	57	218	0.261467889908257
LOC107199867	-11.119997956	-111.19997956	6.26600444	10	31	477	0.0649895178197065
LOC107199868	7.52137818	7.52137818	7.52137818	1	4	1564	0.00255754475703325
LOC107199870	-13.051776	-65.25888	-13.051776	5	447	817	0.547123623011016
LOC107199874	-13.051776	-143.569536	-13.051776	11	288	408	0.705882352941177
LOC107199875	-12.7734763960714	-357.65733909	-5.25938709	28	68	113	0.601769911504425
LOC107199878	-12.7345590268421	-241.95662151	-7.02465351	19	115	170	0.676470588235294
LOC107199879	-13.051776	-247.983744	-13.051776	19	150	170	0.882352941176471
LOC107199889	-13.051776	-26.103552	-13.051776	2	537	1311	0.409610983981693
LOC107199891	-13.051776	-39.155328	-13.051776	3	479	1069	0.448082319925164
LOC107199896	-11.54253711375	-92.34029691	-0.97786491	8	82	534	0.153558052434457
LOC107199897	-13.051776	-91.362432	-13.051776	7	375	621	0.603864734299517
LOC107199901	-13.051776	-117.465984	-13.051776	9	283	439	0.644646924829157
LOC107199908	-13.051776	-78.310656	-13.051776	6	425	738	0.575880758807588
LOC107199915	-13.051776	-52.207104	-13.051776	4	439	933	0.470525187566988
LOC107199917	-12.0685235809091	-132.75375939	-2.23599939	11	104	408	0.254901960784314
LOC107199921	-12.5963397645455	-277.11947482	-3.03217882	22	64	160	0.4
LOC107199925	-10.79024238	-43.16096952	-4.00564152	4	126	933	0.135048231511254
LOC107199934	-13.051776	-104.414208	-13.051776	8	325	534	0.608614232209738
LOC107199940	-12.047255585	-72.28353351	-7.02465351	6	213	738	0.288617886178862
LOC107199942	-13.051776	-13.051776	-13.051776	1	559	1564	0.357416879795396
LOC107199943	-13.051776	-78.310656	-13.051776	6	426	738	0.577235772357724
LOC107199950	-13.051776	-13.051776	-13.051776	1	560	1564	0.358056265984655
LOC107199951	-13.051776	-39.155328	-13.051776	3	480	1069	0.449017773620206
LOC107199954	-13.051776	-26.103552	-13.051776	2	538	1311	0.410373760488177
LOC107199956	-13.051776	-26.103552	-13.051776	2	539	1311	0.411136536994661
LOC107199957	-12.047255585	-72.28353351	-7.02465351	6	214	738	0.289972899728997
LOC107199962	-11.9808383203226	-371.40598793	2.33530598	31	22	90	0.244444444444444
LOC107199972	-11.846351502	-59.23175751	-7.02465351	5	215	817	0.263157894736842
LOC107199975	-13.051776	-39.155328	-13.051776	3	481	1069	0.449953227315248
LOC107199988	-10.4414208	-52.207104	0	5	64	817	0.0783353733170135
LOC107199989	-12.5756636589474	-238.93760952	-4.00564152	19	86	170	0.505882352941176
LOC107199996	-10.0332982275	-40.13319291	-0.97786491	4	69	933	0.0739549839228296
LOC107200008	-12.5495157925	-150.59418951	-7.02465351	12	163	320	0.509375
LOC107200015	-13.051776	-130.51776	-13.051776	10	327	477	0.685534591194969
LOC107200016	-11.7476162672727	-258.44755788	2.58796212	22	25	160	0.15625
LOC107200028	-12.5669103060976	-515.24332255	0.80059496	41	17	37	0.459459459459459
LOC107200031	-12.3360904871429	-345.41053364	-3.03217882	28	56	113	0.495575221238938
LOC107200034	-12.649967834	-189.74951751	-7.02465351	15	146	254	0.574803149606299
LOC107200038	-13.051776	-169.673088	-13.051776	13	239	316	0.756329113924051
LOC107200039	-12.1880565375	-195.0089046	-5.25938709	16	108	223	0.484304932735426
LOC107200040	-13.051776	-156.621312	-13.051776	12	232	320	0.725
LOC107200046	-13.051776	-117.465984	-13.051776	9	284	439	0.646924829157175
LOC107200048	-13.051776	-91.362432	-13.051776	7	376	621	0.605475040257649
LOC107200050	-13.051776	-52.207104	-13.051776	4	440	933	0.471596998928189
LOC107200070	-9.77009272272727	-107.47101995	15.25435114	11	4	408	0.00980392156862745
LOC107200071	-10.152394963	-101.52394963	5.92243719	10	34	477	0.0712788259958071
LOC107200081	-11.9365063765	-238.73012753	-1.56216014	20	75	183	0.409836065573771
LOC107200086	-13.051776	-26.103552	-13.051776	2	540	1311	0.411899313501144
LOC107200088	-13.051776	-39.155328	-13.051776	3	482	1069	0.45088868101029
LOC107200095	-13.051776	-117.465984	-13.051776	9	285	439	0.649202733485194
LOC107200096	-13.051776	-78.310656	-13.051776	6	427	738	0.578590785907859
LOC107200101	-12.2283329160606	-403.53498623	2.06760079	33	26	84	0.30952380952381
LOC107200105	-13.051776	-39.155328	-13.051776	3	483	1069	0.451824134705332
LOC107200109	-13.051776	-208.828416	-13.051776	16	177	223	0.79372197309417
LOC107200115	-9.842432066	-49.21216033	-3.03217882	5	103	817	0.126070991432069
LOC107200129	-13.051776	-78.310656	-13.051776	6	428	738	0.579945799457995
LOC107200132	-10.038214755	-20.07642951	-7.02465351	2	148	1311	0.112890922959573
LOC107200145	-10.0675403811111	-90.60786343	-3.03217882	9	113	439	0.257403189066059
LOC107200149	-13.051776	-26.103552	-13.051776	2	541	1311	0.412662090007628
LOC107200155	-11.9048810370588	-202.38297763	0.41831588	17	52	218	0.238532110091743
LOC107200162	-12.147162552	-121.47162552	-4.00564152	10	147	477	0.308176100628931
LOC107200168	-10.6300028083333	-63.78001685	1.47886315	6	68	738	0.0921409214092141
LOC107200179	-13.051776	-117.465984	-13.051776	9	286	439	0.651480637813212
LOC107200186	-12.5198634574286	-438.19522101	-0.4619595	35	35	65	0.538461538461538
LOC107200189	-12.675080844375	-202.80129351	-7.02465351	16	130	223	0.582959641255605
LOC107200191	-13.051776	-39.155328	-13.051776	3	484	1069	0.452759588400374
LOC107200195	-13.051776	-26.103552	-13.051776	2	542	1311	0.413424866514111
LOC107200204	-11.9994945485714	-251.98938552	0	21	48	160	0.3
LOC107200205	-12.1635071119355	-377.06872047	-1.56216014	31	40	90	0.444444444444444
LOC107200218	-13.051776	-274.087296	-13.051776	21	142	160	0.8875
LOC107200226	-12.1907585014286	-85.33530951	-7.02465351	7	212	621	0.341384863123994
LOC107200227	-13.051776	-104.414208	-13.051776	8	326	534	0.610486891385768
LOC107200230	-13.051776	-26.103552	-13.051776	2	543	1311	0.414187643020595
LOC107200237	-12.1981757630233	-524.52155781	-2.23599939	43	31	49	0.63265306122449
LOC107200242	-12.26491246875	-196.2385995	-0.4619595	16	60	223	0.269058295964126
LOC107200260	-12.0461630233333	-216.83093442	-0.97786491	18	68	205	0.331707317073171
LOC107200261	-11.5449953775	-138.53994453	-7.02465351	12	164	320	0.5125
LOC107200274	-9.49536510977778	-427.29142994	7.60566076	45	3	26	0.115384615384615
LOC107200277	-13.051776	-39.155328	-13.051776	3	485	1069	0.453695042095416
LOC107200279	-11.2622018722222	-101.35981685	3.05439115	9	40	439	0.0911161731207289
LOC107200290	-13.051776	-104.414208	-13.051776	8	327	534	0.612359550561798
LOC107200294	-13.051776	-52.207104	-13.051776	4	441	933	0.472668810289389
LOC107200301	-9.44042715210526	-179.36811589	10.31654733	19	5	170	0.0294117647058824
LOC107200304	-13.051776	-39.155328	-13.051776	3	486	1069	0.454630495790458
LOC107200327	-13.051776	-26.103552	-13.051776	2	544	1311	0.414950419527079
LOC107200338	-11.0105426543478	-506.4849621	28.7762947	46	1	39	0.0256410256410256
LOC107200339	-13.051776	-39.155328	-13.051776	3	487	1069	0.4555659494855
LOC107200342	-13.051776	-104.414208	-13.051776	8	328	534	0.614232209737828
LOC107200345	-13.051776	-91.362432	-13.051776	7	377	621	0.607085346215781
LOC107200346	-13.051776	-52.207104	-13.051776	4	442	933	0.473740621650589
LOC107200349	-13.051776	-78.310656	-13.051776	6	429	738	0.58130081300813
LOC107200350	-13.051776	-39.155328	-13.051776	3	488	1069	0.456501403180543
LOC107200367	-11.54408692	-69.26452152	-4.00564152	6	146	738	0.197831978319783
LOC107200385	-12.3820957233333	-111.43886151	-7.02465351	9	178	439	0.405466970387244
LOC107200401	-9.561715801	-95.61715801	5.80210632	10	35	477	0.0733752620545073
LOC107200402	-13.051776	-26.103552	-13.051776	2	545	1311	0.415713196033562
LOC107200415	-13.051776	-65.25888	-13.051776	5	448	817	0.548347613219094
LOC107200435	-13.051776	-104.414208	-13.051776	8	329	534	0.616104868913858
LOC107200468	-12.272537109	-122.72537109	-5.25938709	10	166	477	0.348008385744235
LOC107200480	-13.051776	-39.155328	-13.051776	3	489	1069	0.457436856875585
LOC107200489	-13.051776	-143.569536	-13.051776	11	289	408	0.708333333333333
LOC107200490	-10.179372035	-40.71748814	-1.56216014	4	78	933	0.0836012861736334
LOC107200499	-13.051776	-117.465984	-13.051776	9	287	439	0.65375854214123
LOC107200503	-12.2916622274194	-381.04152905	-0.97786491	31	37	90	0.411111111111111
LOC107200505	-13.051776	-78.310656	-13.051776	6	430	738	0.582655826558266
LOC107200506	-13.051776	-78.310656	-13.051776	6	431	738	0.584010840108401
LOC107200507	-13.051776	-26.103552	-13.051776	2	546	1311	0.416475972540046
LOC107200512	-13.051776	-26.103552	-13.051776	2	547	1311	0.417238749046529
LOC107200516	-8.10688325666667	-24.32064977	1.78290223	3	43	1069	0.0402245088868101
LOC107200521	-13.051776	-104.414208	-13.051776	8	330	534	0.617977528089888
LOC107200522	-12.1016233938571	-847.11363757	0.41831588	70	13	21	0.619047619047619
LOC107200525	-13.051776	-91.362432	-13.051776	7	378	621	0.608695652173913
LOC107200533	-13.051776	-143.569536	-13.051776	11	290	408	0.71078431372549
LOC107200535	-13.051776	-78.310656	-13.051776	6	432	738	0.585365853658537
LOC107200541	-13.051776	-182.724864	-13.051776	14	206	291	0.707903780068729
LOC107200542	-13.051776	-234.931968	-13.051776	18	169	205	0.824390243902439
LOC107200547	-12.5435223861628	-1078.74292521	0	86	11	12	0.916666666666667
LOC107200554	-12.1907585014286	-85.33530951	-7.02465351	7	213	621	0.342995169082126
LOC107200563	-12.23604	-195.77664	0	16	54	223	0.242152466367713
LOC107200565	-13.051776	-143.569536	-13.051776	11	291	408	0.713235294117647
LOC107200566	-12.449063751	-124.49063751	-7.02465351	10	208	477	0.436058700209644
LOC107200567	-11.491633675873	-723.97292158	12.97706664	63	1	15	0.0666666666666667
LOC107200570	-13.051776	-52.207104	-13.051776	4	443	933	0.47481243301179
LOC107200574	-12.1624008947059	-206.76081521	2.06760079	17	43	218	0.197247706422018
LOC107200578	-13.051776	-52.207104	-13.051776	4	444	933	0.47588424437299
LOC107200585	-10.183693555	-142.57170977	6.26600444	14	16	291	0.0549828178694158
LOC107200607	-12.5881511930769	-163.64596551	-7.02465351	13	153	316	0.484177215189873
LOC107200626	-13.051776	-300.190848	-13.051776	23	109	128	0.8515625
LOC107200630	-13.051776	-156.621312	-13.051776	12	233	320	0.728125
LOC107200636	-13.051776	-65.25888	-13.051776	5	449	817	0.549571603427173
LOC107200641	-13.051776	-130.51776	-13.051776	10	328	477	0.687631027253669
LOC107200649	-6.9602447275	-27.84097891	5.2872266	4	21	933	0.022508038585209
LOC107200651	-12.3219119020833	-295.72588565	-1.56216014	24	49	127	0.385826771653543
LOC107200654	-13.051776	-52.207104	-13.051776	4	445	933	0.476956055734191
